province,district,total_loss,mean_loss,max_loss,std_loss,trend_slope,pct_recent,cluster,cluster_label
Riau,Bengkalis,438313.2616175747,17532.530464702988,49669.00952616784,12379.032761848202,-880.1007925500743,17.806951104493756,1,Tinggi – Menurun
Riau,Dumai,138984.9849995543,5559.399399982171,14537.680233171284,3894.499755597886,-203.19876661876395,22.90513375308793,0,Sedang – Stabil
Riau,Indragiri Hilir,493644.5550714902,19745.78220285961,43606.535096108695,9576.347809591462,-325.05127177206515,33.62001187760276,1,Tinggi – Menurun
Riau,Indragiri Hulu,402143.13074704906,16085.725229881962,39828.41066066496,9097.017024737794,-566.7057054631289,28.606579466675186,1,Tinggi – Menurun
Riau,Kampar,470518.1823032497,18820.72729212999,39951.76750081007,7991.518782699383,-269.12266227549065,36.39616745703375,1,Tinggi – Menurun
Riau,Kepulauan Meranti,131342.04733534684,5253.681893413874,42110.46413469637,8352.563637292127,-88.48273786119293,22.278120551970083,1,Tinggi – Menurun
Riau,Kuantan Singingi,275137.8481700115,11005.51392680046,17260.35966418674,3533.563649112465,-93.20180643627975,39.96934325882497,0,Sedang – Stabil
Riau,Pekanbaru,16236.805104364888,649.4722041745955,2075.816663680396,413.2028623400676,-19.05554325089206,33.45937736025499,0,Sedang – Stabil
Riau,Pelalawan,721094.3081548729,28843.772326194918,79657.38832257049,22986.44011490521,-1485.989861553723,19.088013724069825,1,Tinggi – Menurun
Riau,Rokan Hilir,519059.0985523872,20762.36394209549,58863.45603453905,15531.412959290798,-758.3136514495538,22.430749731714307,1,Tinggi – Menurun
Riau,Rokan Hulu,357430.8227611887,14297.232910447548,36312.19168318239,8624.10396164973,-490.2360935239085,28.385768698672763,1,Tinggi – Menurun
Riau,Siak,434636.11531538016,17385.444612615207,39924.002931168,11316.858738558169,-871.486788405334,21.260666038972715,1,Tinggi – Menurun
Sumatera Barat,Agam,33113.802420131855,1324.5520968052742,2866.142265755504,655.978561989277,15.313512773816733,45.78903483537496,0,Sedang – Stabil
Sumatera Barat,Bukittinggi,49.31258916670405,2.0546912152793357,10.308718509603729,2.2721312457881337,-0.0392189302990906,29.32917102573928,0,Sedang – Stabil
Sumatera Barat,Dharmasraya,152776.31191486306,6111.052476594523,11633.584193809884,2377.0105640375486,173.85002503160285,54.88233791276712,0,Sedang – Stabil
Sumatera Barat,Kepulauan Mentawai,33369.94015596775,1334.79760623871,2413.46420526444,454.0722084604312,-3.1785867204090343,43.84444310368494,0,Sedang – Stabil
Sumatera Barat,Kota Solok,521.0119181184039,20.840476724736156,87.46353903720757,20.63513829205904,1.8057207171449303,74.2359190733399,0,Sedang – Stabil
Sumatera Barat,Lima Puluh Kota,44902.00051765248,1796.0800207060993,8113.7808847991955,1799.4275033758895,99.21267119880156,65.8462780593852,0,Sedang – Stabil
Sumatera Barat,Padang,3694.2558662770366,147.77023465108147,311.76813837468035,80.39054924040471,7.598793982376561,61.56250796041326,0,Sedang – Stabil
Sumatera Barat,Padang Panjang,23.92496545205617,1.0402158892198334,3.769532169227362,0.9638834782678344,-0.0097863779905522,43.08680066909167,0,Sedang – Stabil
Sumatera Barat,Padang Pariaman,9947.020942666852,397.8808377066741,782.899720713254,187.8588214254904,17.134451384929818,56.30347924344492,0,Sedang – Stabil
Sumatera Barat,Pariaman,343.01935879261134,13.720774351704454,44.694907449773375,10.359359340975256,0.2157532286460235,46.96124779303232,0,Sedang – Stabil
Sumatera Barat,Pasaman,56637.29722499855,2265.4918889999417,4434.214713304679,983.3077221733372,65.81015277597224,53.540302570448304,0,Sedang – Stabil
Sumatera Barat,Pasaman Barat,123338.08329390104,4933.523331756041,9238.413001229905,1759.8291708328509,85.39085042921933,46.750918175107856,0,Sedang – Stabil
Sumatera Barat,Payakumbuh,195.78964075612984,7.831585630245193,33.23425687033426,7.899623659486309,-0.1303689378212651,34.69547170706097,0,Sedang – Stabil
Sumatera Barat,Pesisir Selatan,145988.84877084178,5839.553950833672,10801.28781741354,2511.6285286844573,-0.4275935407819886,39.73457989871432,0,Sedang – Stabil
Sumatera Barat,Sawahlunto,2827.218476869345,113.0887390747738,307.6313652885681,81.54051324486134,-0.761235399879179,35.241552925653835,0,Sedang – Stabil
Sumatera Barat,Sijunjung,72345.15759922197,2893.806303968879,5868.384137524242,1304.813367150204,119.8687272336244,53.79475829592364,0,Sedang – Stabil
Sumatera Barat,Solok,16012.900725408375,640.516029016335,2032.6052536964576,394.37706117125305,36.00806976909841,59.883390886579,0,Sedang – Stabil
Sumatera Barat,Solok Selatan,84356.71384333656,3374.2685537334623,5599.6058060316645,1422.1556797789965,143.09732708821574,56.12285421114728,0,Sedang – Stabil
Sumatera Barat,Tanah Datar,6524.356112844741,260.97424451378964,691.0535683793565,168.245833074519,-0.1908493323055887,35.94740569532923,0,Sedang – Stabil
Sumatera Selatan,Banyu Asin,356909.1932591657,14276.367730366626,52741.97385391133,10827.186436913797,24.625517718588224,40.691073493440086,1,Tinggi – Menurun
Sumatera Selatan,Empat Lawang,52997.16937505008,2119.886775002003,4403.4877953668365,1103.0108408335354,81.81850821606062,55.52784415871584,0,Sedang – Stabil
Sumatera Selatan,Lahat,127959.21407426323,5118.36856297053,11922.261843374585,2387.249276647853,43.221626573875206,42.50937398403013,0,Sedang – Stabil
Sumatera Selatan,Lubuklinggau,10055.579429217943,402.2231771687178,926.8729132329844,235.61371988476355,19.616130942276857,58.115584229607606,0,Sedang – Stabil
Sumatera Selatan,Muara Enim,420846.1033675062,16833.844134700248,38805.22849276446,7519.582221965443,-202.4988921990816,35.87338010569642,1,Tinggi – Menurun
Sumatera Selatan,Musi Banyuasin,805771.826723709,32230.87306894836,104543.72742616484,21061.677011460964,46.93669164666247,38.81708237507105,1,Tinggi – Menurun
Sumatera Selatan,Musi Rawas,488641.92737010936,19545.67709480437,50364.11141716889,9958.059252604342,484.6709777883258,48.263932467339785,1,Tinggi – Menurun
Sumatera Selatan,Ogan Ilir,64978.94860923191,2599.1579443692767,6459.749644366772,1271.9309441653843,16.31078945522481,42.91429094413416,0,Sedang – Stabil
Sumatera Selatan,Ogan Komering Ilir,752094.32798079,30083.7731192316,88206.18359324118,19287.571224914456,350.97946541824655,48.2782345482734,1,Tinggi – Menurun
Sumatera Selatan,Ogan Komering Ulu,138692.9040478043,5547.7161619121725,13746.885124160492,2779.147895033572,-98.53837705059868,32.76451448626452,0,Sedang – Stabil
Sumatera Selatan,Ogan Komering Ulu Selatan,86487.31652457807,3459.4926609831227,8341.790437223057,1905.0813983061987,137.4795789632139,54.70497206101,0,Sedang – Stabil
Sumatera Selatan,Ogan Komering Ulu Timur,70759.22508815052,2830.3690035260206,7458.749377969972,2042.9886680479365,-113.37773147783172,25.555954623081934,0,Sedang – Stabil
Sumatera Selatan,Pagar Alam,5129.183845276397,205.16735381105588,382.0204049522957,109.16155499424302,11.017432171839054,63.130784665366726,0,Sedang – Stabil
Sumatera Selatan,Palembang,3430.212668357237,137.20850673428947,294.03158134454856,79.40242821493725,5.961262068473332,59.68278283380081,0,Sedang – Stabil
Sumatera Selatan,Prabumulih,20330.503593745423,813.2201437498169,1733.2790238078917,353.8617945892219,1.9707952858665647,44.11432975468353,0,Sedang – Stabil
Sumatera Utara,Asahan,137597.97036878343,5503.918814751337,12545.811432642358,2704.5611841105056,-158.60537923040528,32.740890885494714,0,Sedang – Stabil
Sumatera Utara,Batu Bara,19215.368394903504,768.6147357961402,1398.0825965255972,318.3484250702491,0.3012215312225061,42.68295260174762,0,Sedang – Stabil
Sumatera Utara,Dairi,29121.75895814608,1164.8703583258432,3102.5316351029105,721.5607891104873,32.075378927394944,49.4853527660004,0,Sedang – Stabil
Sumatera Utara,Deli Serdang,37454.45432557205,1498.178173022882,2837.5871214595622,632.7113963047408,30.539468357558217,46.91891135406958,0,Sedang – Stabil
Sumatera Utara,Gunungsitoli,1481.9463091558716,59.27785236623487,153.44023409842293,33.004729901812055,-0.4526851920205447,36.87970174730376,0,Sedang – Stabil
Sumatera Utara,Humbang Hasundutan,38083.28976550918,1523.3315906203673,3572.4808345143965,668.5741028110734,13.81584235179837,42.817933485608144,0,Sedang – Stabil
Sumatera Utara,Karo,28071.21110864852,1122.8484443459408,2791.849067053032,705.6947541726582,22.989326476598954,45.76625067413686,0,Sedang – Stabil
Sumatera Utara,Kota Binjai,200.48583883484173,8.01943355339367,22.651555338910047,5.434692025085798,0.4275795705364565,59.86233575345125,0,Sedang – Stabil
Sumatera Utara,Kota Medan,317.16526372632273,12.68661054905291,42.99469114750397,10.799510173476325,0.0276449408815985,35.9720921164579,0,Sedang – Stabil
Sumatera Utara,Kota Tanjungbalai,923.057724483545,36.9223089793418,89.12324308639302,25.41822991010948,0.1351765967951124,42.40011197771604,0,Sedang – Stabil
Sumatera Utara,Labuhanbatu,124100.06550909427,4964.002620363772,10383.9140385714,2232.1875305932167,-41.101186625518,35.7558435278207,0,Sedang – Stabil
Sumatera Utara,Labuhanbatu Selatan,163930.82965596838,6557.233186238736,11288.560463240072,2274.9384844677534,-68.66398422886833,37.719548305214055,0,Sedang – Stabil
Sumatera Utara,Labuhanbatu Utara,111955.34181751752,4478.213672700701,7080.654679553225,1483.575238636745,43.87591147996753,47.23636439987861,0,Sedang – Stabil
Sumatera Utara,Langkat,130993.95578764638,5239.758231505855,9451.147616150314,1923.6389763796533,124.26708990613324,47.18947823652787,0,Sedang – Stabil
Sumatera Utara,Mandailing Natal,173974.2884915648,6958.9715396625925,17224.658836618713,3891.591870262366,-93.0415220841733,31.346048925158165,0,Sedang – Stabil
Sumatera Utara,Nias,6712.546357802098,268.50185431208394,1193.8713806290696,214.71139396887645,15.087639748699322,58.87703798825727,0,Sedang – Stabil
Sumatera Utara,Nias Barat,2723.656605382175,108.946264215287,336.9089421510036,69.17230446666159,-3.1206116933335064,32.03979705277465,0,Sedang – Stabil
Sumatera Utara,Nias Selatan,22243.69268563236,889.7477074252944,2705.772256348097,495.5480575634873,25.718442045540385,57.82420880067853,0,Sedang – Stabil
Sumatera Utara,Nias Utara,13329.12620713234,533.1650482852936,1180.9694009529037,232.55824576113744,1.479677071324352,39.49398501195881,0,Sedang – Stabil
Sumatera Utara,Padang Lawas,129454.84418145052,5178.193767258022,16068.209242032906,3392.0848344325755,-70.16183368030201,34.442926818252595,0,Sedang – Stabil
Sumatera Utara,Padang Lawas Utara,96235.44053259504,3849.417621303802,8740.436698605688,1656.3092205716005,33.977816101400215,45.75967399659528,0,Sedang – Stabil
Sumatera Utara,Padangsidimpuan,1366.2978417040438,54.65191366816176,192.42566548837527,46.42360639709708,0.6601980147140682,42.308134764567725,0,Sedang – Stabil
Sumatera Utara,Pakpak Barat,15473.79860837282,618.9519443349128,1060.030145642045,232.89210278169705,7.903672524703963,46.1907137508006,0,Sedang – Stabil
Sumatera Utara,Pematangsiantar,887.9417768704693,35.51767107481877,132.3107965444608,30.273616421935195,0.0644731771887569,51.98656439284242,0,Sedang – Stabil
Sumatera Utara,Samosir,15774.318139899871,630.9727255959949,2606.424396340982,700.4911203102539,-14.90012621894445,20.087257780595294,0,Sedang – Stabil
Sumatera Utara,Serdang Bedagai,56424.75029796735,2256.9900119186937,4530.137682934624,968.5889636265556,24.56224033017478,51.79156729143872,0,Sedang – Stabil
Sumatera Utara,Sibolga,69.28436804514229,2.7713747218056914,11.457767454548067,2.9235755435091315,0.1600058559722598,66.25975792096396,0,Sedang – Stabil
Sumatera Utara,Simalungun,117769.82090999026,4710.792836399611,8319.54106102171,1602.6075071928644,-1.1613016810206669,43.39627539731639,0,Sedang – Stabil
Sumatera Utara,Tapanuli Selatan,90369.3955328601,3614.775821314404,9985.043381520834,2070.234209801819,-35.523763737094654,33.44592087713993,0,Sedang – Stabil
Sumatera Utara,Tapanuli Tengah,59195.35965779264,2367.8143863117057,4751.8913857592015,941.44963945738,26.14193179023825,42.09140528078962,0,Sedang – Stabil
Sumatera Utara,Tapanuli Utara,40149.73723791755,1605.989489516702,3533.833629062776,738.6757338507782,72.14813224809983,58.36881660965477,0,Sedang – Stabil
Sumatera Utara,Tebingtinggi,224.65697815068745,8.986279126027497,34.40887653651436,7.448881386894973,-0.0551210242281935,52.78637995117321,0,Sedang – Stabil
Sumatera Utara,Toba Samosir,28959.377591018347,1158.375103640734,2458.7277716692424,560.9920789301017,30.780182604586063,53.50260542133616,0,Sedang – Stabil
